cod,nume,cod_name,tip,sirsup,regiune,judet
97 937,BALCIU,siruta,23,97 919,1,22
97 946,BRÃTULENI,siruta,23,97 919,1,22
97 955,CIURBEŞTI,siruta,23,97 919,1,22
97 964,CORNEŞTI,siruta,23,97 919,1,22
97 973,DANCAŞ,siruta,23,97 919,1,22
97 982,GÃURENI,siruta,23,97 919,1,22
97 991,HORPAZ,siruta,23,97 919,1,22
98 006,PROSELNICI,siruta,23,97 919,1,22
98 015,URICANI,siruta,23,97 919,1,22
98 024,VALEA ADÂNCÃ,siruta,23,97 919,1,22
98 033,VALEA URSULUI,siruta,23,97 919,1,22
98 042,VOROVEŞTI,siruta,23,97 919,1,22
98 051,MIROSLOVEŞTI,siruta,3,225,1,22
98 060,MIROSLOVEŞTI,siruta,22,98 051,1,22
98 088,MITEŞTI,siruta,23,98 051,1,22
98 097,SOCI,siruta,23,98 051,1,22
98 104,VERŞENI,siruta,23,98 051,1,22
98 113,MOGOŞEŞTI,siruta,3,225,1,22
98 122,MOGOŞEŞTI,siruta,22,98 113,1,22
98 131,BUDEŞTI,siruta,23,98 113,1,22
98 140,HADÂMBU,siruta,23,98 113,1,22
98 159,MÂNJEŞTI,siruta,23,98 113,1,22
98 168,MOGOŞEŞTI-SIRET,siruta,3,225,1,22
98 177,MOGOŞEŞTI-SIRET,siruta,22,98 168,1,22
98 186,MUNCELU DE SUS,siruta,23,98 168,1,22
98 195,TUDOR VLADIMIRESCU,siruta,23,98 168,1,22
98 202,MOŞNA,siruta,3,225,1,22
98 211,MOŞNA,siruta,22,98 202,1,22
98 220,MOŢCA,siruta,3,225,1,22
98 239,MOŢCA,siruta,22,98 220,1,22
98 248,BOURENI,siruta,23,98 220,1,22
98 257,MOVILENI,siruta,3,225,1,22
98 266,MOVILENI,siruta,22,98 257,1,22
98 275,IEPURENI,siruta,23,98 257,1,22
98 284,LARGA-JIJIA,siruta,23,98 257,1,22
98 293,POTÂNGENI,siruta,23,98 257,1,22
98 300,OŢELENI,siruta,3,225,1,22
98 319,OŢELENI,siruta,22,98 300,1,22
98 328,HÂNDREŞTI,siruta,23,98 300,1,22
98 337,PLUGARI,siruta,3,225,1,22
98 346,PLUGARI,siruta,22,98 337,1,22
98 355,BOROSOAIA,siruta,23,98 337,1,22
98 364,ONEŞTI,siruta,23,98 337,1,22
98 435,POPEŞTI,siruta,3,225,1,22
98 444,POPEŞTI,siruta,22,98 435,1,22
98 453,DOROŞCANI,siruta,23,98 435,1,22
98 462,HÃRPÃŞEŞTI,siruta,23,98 435,1,22
98 471,OBRIJENI,siruta,23,98 435,1,22
98 480,PÃDURENI,siruta,23,98 435,1,22
98 499,VAMA,siruta,23,98 435,1,22
98 505,POPRICANI,siruta,3,225,1,22
98 514,POPRICANI,siruta,22,98 505,1,22
98 523,CÂRLIG,siruta,23,98 505,1,22
98 532,COTU MORII,siruta,23,98 505,1,22
98 541,CUZA VODÃ,siruta,23,98 505,1,22
98 550,MOIMEŞTI,siruta,23,98 505,1,22
98 569,REDIU MITROPOLIEI,siruta,23,98 505,1,22
98 578,ŢIPILEŞTI,siruta,23,98 505,1,22
98 587,VÂNÃTORI,siruta,23,98 505,1,22
98 596,VULTURI,siruta,23,98 505,1,22
98 603,PRISÃCANI,siruta,3,225,1,22
98 612,PRISÃCANI,siruta,22,98 603,1,22
98 621,MÃCÃREŞTI,siruta,23,98 603,1,22
98 630,MORENI,siruta,23,98 603,1,22
98 649,PROBOTA,siruta,3,225,1,22
98 658,PROBOTA,siruta,22,98 649,1,22
98 667,BÃLTENI,siruta,23,98 649,1,22
98 676,PERIENI,siruta,23,98 649,1,22
100 335,RACHIŢENI,siruta,3,225,1,22
97 857,RÃCHITENI,siruta,22,100 335,1,22
97 848,IZVOARELE,siruta,23,100 335,1,22
97 866,URSÃREŞTI,siruta,23,100 335,1,22
98 685,RÃDUCÃNENI,siruta,3,225,1,22
98 694,RÃDUCÃNENI,siruta,22,98 685,1,22
98 701,BOHOTIN,siruta,23,98 685,1,22
98 710,ISAIIA,siruta,23,98 685,1,22
98 729,ROŞU,siruta,23,98 685,1,22
95 239,REDIU,siruta,3,225,1,22
95 248,REDIU,siruta,22,95 239,1,22
95 257,BREAZU,siruta,23,95 239,1,22
95 266,HORLEŞTI,siruta,23,95 239,1,22
95 275,TÃUTEŞTI,siruta,23,95 239,1,22
98 738,ROMÂNEŞTI,siruta,3,225,1,22
98 747,ROMÂNEŞTI,siruta,22,98 738,1,22
98 756,AVÂNTU,siruta,23,98 738,1,22
98 765,URSOAIA,siruta,23,98 738,1,22
100 344,ROŞCANI,siruta,3,225,1,22
99 637,RÃDENI,siruta,22,100 344,1,22
99 646,ROŞCANI,siruta,23,100 344,1,22
98 774,RUGINOASA,siruta,3,225,1,22
98 783,RUGINOASA,siruta,22,98 774,1,22
98 792,DUMBRÃVIŢA,siruta,23,98 774,1,22
98 809,REDIU,siruta,23,98 774,1,22
98 818,VASCANI,siruta,23,98 774,1,22
98 916,SCÂNTEIA,siruta,3,225,1,22
98 925,SCÂNTEIA,siruta,22,98 916,1,22
98 934,BODEŞTI,siruta,23,98 916,1,22
98 943,BOROŞEŞTI,siruta,23,98 916,1,22
98 952,CIOCÂRLEŞTI,siruta,23,98 916,1,22
98 961,LUNCA RATEŞ,siruta,23,98 916,1,22
98 970,REDIU,siruta,23,98 916,1,22
98 989,TUFEŞTII DE SUS,siruta,23,98 916,1,22
98 827,SCHITU DUCA,siruta,3,225,1,22
98 836,SCHITU DUCA,siruta,22,98 827,1,22
98 845,BLAGA,siruta,23,98 827,1,22
98 854,DUMITREŞTII GÃLÃŢII,siruta,23,98 827,1,22
98 863,POCREACA,siruta,23,98 827,1,22
98 881,POIANA,siruta,23,98 827,1,22
98 872,POIENI,siruta,23,98 827,1,22
98 890,SATU NOU,siruta,23,98 827,1,22
98 907,SLOBOZIA,siruta,23,98 827,1,22
98 998,SCOBINŢI,siruta,3,225,1,22
99 003,SCOBINŢI,siruta,22,98 998,1,22
99 012,BÃDENI,siruta,23,98 998,1,22
99 021,FETEŞTI,siruta,23,98 998,1,22
99 030,STICLÃRIA,siruta,23,98 998,1,22
99 049,ZAGAVIA,siruta,23,98 998,1,22
99 058,SINEŞTI,siruta,3,225,1,22
99 067,SINEŞTI,siruta,22,99 058,1,22
99 076,BOCNIŢA,siruta,23,99 058,1,22
99 085,OSOI,siruta,23,99 058,1,22
99 094,STORNEŞTI,siruta,23,99 058,1,22
99 101,SIREŢEL,siruta,3,225,1,22
99 110,SIREŢEL,siruta,22,99 101,1,22
99 129,BEREZLOGI,siruta,23,99 101,1,22
99 138,HUMOSU,siruta,23,99 101,1,22
99 147,SATU NOU,siruta,23,99 101,1,22
99 156,SLOBOZIA,siruta,23,99 101,1,22
99 165,STOLNICENI-PRÃJESCU,siruta,3,225,1,22
99 174,STOLNICENI-PRÃJESCU,siruta,22,99 165,1,22
99 183,BRÃTEŞTI,siruta,23,99 165,1,22
99 192,COZMEŞTI,siruta,23,99 165,1,22
99 209,STRUNGA,siruta,3,225,1,22
99 218,STRUNGA,siruta,22,99 209,1,22
99 227,BRÃTULEŞTI,siruta,23,99 209,1,22
99 236,CRIVEŞTI,siruta,23,99 209,1,22
99 245,CUCOVA,siruta,23,99 209,1,22
99 254,FÃRCÃŞENI,siruta,23,99 209,1,22
99 263,FEDELEŞENI,siruta,23,99 209,1,22
99 272,GURA VÃII,siruta,23,99 209,1,22
99 281,HÃBÃŞEŞTI,siruta,23,99 209,1,22
99 290,ŞCHEIA,siruta,3,225,1,22
99 307,ŞCHEIA,siruta,22,99 290,1,22
99 316,CÃUEŞTI,siruta,23,99 290,1,22
99 325,CIOCA-BOCA,siruta,23,99 290,1,22
99 352,POIANA ŞCHEII,siruta,23,99 290,1,22
99 361,SATU NOU,siruta,23,99 290,1,22
99 370,ŞIPOTE,siruta,3,225,1,22
99 389,ŞIPOTE,siruta,22,99 370,1,22
99 398,CHIŞCÃRENI,siruta,23,99 370,1,22
99 405,HÃLCENI,siruta,23,99 370,1,22
99 414,IAZU NOU,siruta,23,99 370,1,22
99 423,IAZU VECHI,siruta,23,99 370,1,22
99 432,MITOC,siruta,23,99 370,1,22
99 441,TANSA,siruta,3,225,1,22
99 450,TANSA,siruta,22,99 441,1,22
99 469,SUHULEŢ,siruta,23,99 441,1,22
99 478,TÃTÃRUŞI,siruta,3,225,1,22
99 487,TÃTÃRUŞI,siruta,22,99 478,1,22
99 496,IORCANI,siruta,23,99 478,1,22
99 502,PIETROSU,siruta,23,99 478,1,22
99 511,UDA,siruta,23,99 478,1,22
99 520,VÂLCICA,siruta,23,99 478,1,22
99 539,TODIREŞTI,siruta,3,225,1,22
99 548,TODIREŞTI,siruta,22,99 539,1,22
99 557,BÃICENI,siruta,23,99 539,1,22
99 593,STROEŞTI,siruta,23,99 539,1,22
95 293,TOMEŞTI,siruta,3,225,1,22
95 300,TOMEŞTI,siruta,22,95 293,1,22
95 319,CHICEREA,siruta,23,95 293,1,22
95 328,GORUNI,siruta,23,95 293,1,22
95 337,VLÃDICENI,siruta,23,95 293,1,22
99 600,TRIFEŞTI,siruta,3,225,1,22
99 619,TRIFEŞTI,siruta,22,99 600,1,22
99 628,HERMEZIU,siruta,23,99 600,1,22
99 655,VLADOMIRA,siruta,23,99 600,1,22
99 664,ZABOLOTENI,siruta,23,99 600,1,22
99 673,ŢIBANA,siruta,3,225,1,22
99 682,ŢIBANA,siruta,22,99 673,1,22
99 691,ALEXENI,siruta,23,99 673,1,22
99 708,DOMNIŢA,siruta,23,99 673,1,22
99 717,GÂRBEŞTI,siruta,23,99 673,1,22
99 726,MOARA CIORNEI,siruta,23,99 673,1,22
99 735,OPROAIA,siruta,23,99 673,1,22
99 744,POIANA DE SUS,siruta,23,99 673,1,22
99 753,POIANA MÃNÃSTIRII,siruta,23,99 673,1,22
99 762,RUNCU,siruta,23,99 673,1,22
99 771,VADU VEJEI,siruta,23,99 673,1,22
99 780,ŢIBÃNEŞTI,siruta,3,225,1,22
99 799,ŢIBÃNEŞTI,siruta,22,99 780,1,22
99 806,GLODENII GÂNDULUI,siruta,23,99 780,1,22
99 815,GRIEŞTI,siruta,23,99 780,1,22
99 824,JIGORENI,siruta,23,99 780,1,22
99 833,RÃSBOIENI,siruta,23,99 780,1,22
99 842,RECEA,siruta,23,99 780,1,22
99 851,TUNGUJEI,siruta,23,99 780,1,22
99 860,VÃLENII,siruta,23,99 780,1,22
99 879,ŢIGÃNÃŞI,siruta,3,225,1,22
99 888,ŢIGÃNÃŞI,siruta,22,99 879,1,22
99 897,CÂRNICENI,siruta,23,99 879,1,22
99 904,MIHAIL KOGÃLNICEANU,siruta,23,99 879,1,22
99 913,STEJARII,siruta,23,99 879,1,22
99 922,ŢUŢORA,siruta,3,225,1,22
99 931,ŢUŢORA,siruta,22,99 922,1,22
99 940,CHIPEREŞTI,siruta,23,99 922,1,22
99 959,OPRIŞENI,siruta,23,99 922,1,22
96 003,UNGHENI,siruta,3,225,1,22
96 012,BOSIA,siruta,22,96 003,1,22
96 021,COADA STÂNCII,siruta,23,96 003,1,22
96 030,MÂNZÃTEŞTI,siruta,23,96 003,1,22
96 049,UNGHENI,siruta,23,96 003,1,22
100 353,VALEA LUPULUI,siruta,3,225,1,22
95 284,VALEA LUPULUI,siruta,22,100 353,1,22
99 968,VALEA SEACÃ,siruta,3,225,1,22
99 977,VALEA SEACÃ,siruta,22,99 968,1,22
99 986,CONŢEŞTI,siruta,23,99 968,1,22
99 995,TOPILE,siruta,23,99 968,1,22
100 086,VÂNÃTORI,siruta,3,225,1,22
100 095,VÂNÃTORI,siruta,22,100 086,1,22
100 102,CRIVEŞTI,siruta,23,100 086,1,22
100 111,GURA BÂDILIŢEI,siruta,23,100 086,1,22
100 120,HÂRTOAPE,siruta,23,100 086,1,22
100 139,VLÃDNICUŢ,siruta,23,100 086,1,22
100 004,VICTORIA,siruta,3,225,1,22
100 013,VICTORIA,siruta,22,100 004,1,22
100 022,FRÃSULENI,siruta,23,100 004,1,22
100 031,ICUŞENI,siruta,23,100 004,1,22
100 040,LUCENI,siruta,23,100 004,1,22
100 059,SCULENI,siruta,23,100 004,1,22
100 068,STÂNCA,siruta,23,100 004,1,22
100 077,ŞENDRENI,siruta,23,100 004,1,22
100 148,VLÃDENI,siruta,3,225,1,22
100 157,VLÃDENI,siruta,22,100 148,1,22
100 166,ALEXANDRU CEL BUN,siruta,23,100 148,1,22
100 175,BORŞA,siruta,23,100 148,1,22
100 184,BROŞTENI,siruta,23,100 148,1,22
100 193,IACOBENI,siruta,23,100 148,1,22
100 200,VÂLCELELE,siruta,23,100 148,1,22
100 219,VOINEŞTI,siruta,3,225,1,22
100 228,VOINEŞTI,siruta,22,100 219,1,22
100 237,LUNGANI,siruta,23,100 219,1,22
100 246,SCHITU STAVNIC,siruta,23,100 219,1,22
100 255,SLOBOZIA,siruta,23,100 219,1,22
100 264,VOCOTEŞTI,siruta,23,100 219,1,22
179 221,ORAŞ BRAGADIRU,siruta,2,234,8,23
179 230,BRAGADIRU,siruta,17,179 221,8,23
179 285,ORAŞ CHITILA,siruta,2,234,8,23
179 294,CHITILA,siruta,17,179 285,8,23
179 301,RUDENI,siruta,18,179 285,8,23
179 409,ORAŞ MÃGURELE,siruta,2,234,8,23
179 418,MÃGURELE,siruta,17,179 409,8,23
179 427,ALUNIŞU,siruta,18,179 409,8,23
179 436,DUMITRANA,siruta,18,179 409,8,23
179 445,PRUNI,siruta,18,179 409,8,23
179 454,VÂRTEJU,siruta,18,179 409,8,23
179 515,ORAŞ PANTELIMON,siruta,2,234,8,23
179 524,PANTELIMON,siruta,17,179 515,8,23
100 576,ORAŞ BUFTEA,siruta,2,234,8,23
100 585,BUFTEA,siruta,17,100 576,8,23
100 594,BUCIUMENI,siruta,19,100 576,8,23
179 481,ORAŞ OTOPENI,siruta,2,234,8,23
179 490,OTOPENI,siruta,17,179 481,8,23
179 506,ODÃILE,siruta,19,179 481,8,23
179 533,ORAŞ POPEŞTI LEORDENI,siruta,2,234,8,23
179 542,POPEŞTI LEORDENI,siruta,17,179 533,8,23
179 551,ORAŞ VOLUNTARI,siruta,2,234,8,23
179 560,VOLUNTARI,siruta,17,179 551,8,23
102 543,1 DECEMBRIE,siruta,3,234,8,23
102 552,1 DECEMBRIE,siruta,22,102 543,8,23
100 834,AFUMAŢI,siruta,3,234,8,23
100 843,AFUMAŢI,siruta,22,100 834,8,23
100 969,BALOTEŞTI,siruta,3,234,8,23
100 978,BALOTEŞTI,siruta,22,100 969,8,23
100 987,DUMBRÃVENI,siruta,23,100 969,8,23
100 996,SÃFTICA,siruta,23,100 969,8,23
101 145,BERCENI,siruta,3,234,8,23
101 154,BERCENI,siruta,22,101 145,8,23
101 298,BRÃNEŞTI,siruta,3,234,8,23
101 305,BRÃNEŞTI,siruta,22,101 298,8,23
101 314,ISLAZ,siruta,23,101 298,8,23
101 323,PASÃREA,siruta,23,101 298,8,23
101 332,VADU ANEI,siruta,23,101 298,8,23
101 742,CERNICA,siruta,3,234,8,23
101 751,CERNICA,siruta,22,101 742,8,23
101 760,BÃLÃCEANCA,siruta,23,101 742,8,23
101 779,CÃLDÃRARU,siruta,23,101 742,8,23
101 788,POŞTA,siruta,23,101 742,8,23
101 797,TÂNGANU,siruta,23,101 742,8,23
179 249,CHIAJNA,siruta,3,234,8,23
179 258,CHIAJNA,siruta,22,179 249,8,23
179 267,DUDU,siruta,23,179 249,8,23
179 276,ROŞU,siruta,23,179 249,8,23
101 902,CIOLPANI,siruta,3,234,8,23
101 911,CIOLPANI,siruta,22,101 902,8,23
101 920,IZVORANI,siruta,23,101 902,8,23
101 939,LUPÃRIA,siruta,23,101 902,8,23
101 948,PISCU,siruta,23,101 902,8,23
101 957,CIOROGÂRLA,siruta,3,234,8,23
101 966,CIOROGÂRLA,siruta,22,101 957,8,23
101 975,DÂRVARI,siruta,23,101 957,8,23
102 035,CLINCENI,siruta,3,234,8,23
102 044,CLINCENI,siruta,22,102 035,8,23
102 053,OLTENI,siruta,23,102 035,8,23
102 062,ORDOREANU,siruta,23,102 035,8,23
179 588,COPĂCENI,siruta,3,234,8,23
102 561,COPÃCENI,siruta,22,179 588,8,23
102 160,CORBEANCA,siruta,3,234,8,23
102 179,CORBEANCA,siruta,22,102 160,8,23
102 188,OSTRATU,siruta,23,102 160,8,23
102 197,PETREŞTI,siruta,23,102 160,8,23
102 204,TAMAŞI,siruta,23,102 160,8,23
102 213,CORNETU,siruta,3,234,8,23
102 222,CORNETU,siruta,22,102 213,8,23
102 231,BUDA,siruta,23,102 213,8,23
102 473,DASCÃLU,siruta,3,234,8,23
102 482,DASCÃLU,siruta,22,102 473,8,23
102 491,CREAŢA,siruta,23,102 473,8,23
102 507,GAGU,siruta,23,102 473,8,23
102 516,RUNCU,siruta,23,102 473,8,23
102 525,DÃRÃŞTI-ILFOV,siruta,3,234,8,23
102 534,DÃRÃŞTI-ILFOV,siruta,22,102 525,8,23
179 310,DOBROEŞTI,siruta,3,234,8,23
179 329,DOBROEŞTI,siruta,22,179 310,8,23
179 338,FUNDENI,siruta,23,179 310,8,23
102 570,DOMNEŞTI,siruta,3,234,8,23
102 589,DOMNEŞTI,siruta,22,102 570,8,23
102 598,ŢEGHEŞ,siruta,23,102 570,8,23
102 605,DRAGOMIREŞTI-VALE,siruta,3,234,8,23
102 614,DRAGOMIREŞTI-VALE,siruta,22,102 605,8,23
102 623,DRAGOMIREŞTI-DEAL,siruta,23,102 605,8,23
102 632,ZURBAUA,siruta,23,102 605,8,23
103 130,GÃNEASA,siruta,3,234,8,23
103 149,GÃNEASA,siruta,22,103 130,8,23
103 158,COZIENI,siruta,23,103 130,8,23
103 167,MOARA DOMNEASCÃ,siruta,23,103 130,8,23
103 176,PITEASCA,siruta,23,103 130,8,23
103 185,ŞINDRILIŢA,siruta,23,103 130,8,23
179 347,GLINA,siruta,3,234,8,23
179 356,GLINA,siruta,22,179 347,8,23
179 365,CÃŢELU,siruta,23,179 347,8,23
179 374,MANOLACHE,siruta,23,179 347,8,23
103 443,GRÃDIŞTEA,siruta,3,234,8,23
103 452,GRÃDIŞTEA,siruta,22,103 443,8,23
103 461,SITARU,siruta,23,103 443,8,23
103 513,GRUIU,siruta,3,234,8,23
103 522,GRUIU,siruta,22,103 513,8,23
103 531,LIPIA,siruta,23,103 513,8,23
103 559,SILIŞTEA SNAGOVULUI,siruta,23,103 513,8,23
103 540,ŞANŢU FLOREŞTI,siruta,23,103 513,8,23
179 383,JILAVA,siruta,3,234,8,23
179 392,JILAVA,siruta,22,179 383,8,23
104 243,MOARA VLÃSIEI,siruta,3,234,8,23
104 252,MOARA VLÃSIEI,siruta,22,104 243,8,23
104 261,CÃCIULAŢI,siruta,23,104 243,8,23
179 463,MOGOŞOAIA,siruta,3,234,8,23
179 472,MOGOŞOAIA,siruta,22,179 463,8,23
104 421,NUCI,siruta,3,234,8,23
104 430,NUCI,siruta,22,104 421,8,23
104 449,BALTA NEAGRÃ,siruta,23,104 421,8,23
104 458,MERII PETCHII,siruta,23,104 421,8,23
104 467,MICŞUNEŞTII MARI,siruta,23,104 421,8,23
104 476,MICŞUNEŞTII-MOARÃ,siruta,23,104 421,8,23
104 546,PERIŞ,siruta,3,234,8,23
104 555,PERIŞ,siruta,22,104 546,8,23
104 564,BÃLTENI,siruta,23,104 546,8,23
104 573,BURIAŞ,siruta,23,104 546,8,23
104 582,PETRÃCHIOAIA,siruta,3,234,8,23
104 591,PETRÃCHIOAIA,siruta,22,104 582,8,23
104 608,MÃINEASCA,siruta,23,104 582,8,23
104 617,SURLARI,siruta,23,104 582,8,23
104 626,VÂNÃTORI,siruta,23,104 582,8,23
105 160,SNAGOV,siruta,3,234,8,23
105 179,SNAGOV,siruta,22,105 160,8,23
105 188,CIOFLINCENI,siruta,23,105 160,8,23
105 197,GHERMÃNEŞTI,siruta,23,105 160,8,23
105 204,TÂNCÃBEŞTI,siruta,23,105 160,8,23
105 213,VLÃDICEASCA,siruta,23,105 160,8,23
105 419,ŞTEFÃNEŞTII DE JOS,siruta,3,234,8,23
105 428,ŞTEFÃNEŞTII DE JOS,siruta,22,105 419,8,23
105 437,CREŢULEASCA,siruta,23,105 419,8,23
105 446,ŞTEFÃNEŞTII DE SUS,siruta,23,105 419,8,23
105 570,TUNARI,siruta,3,234,8,23
105 589,TUNARI,siruta,22,105 570,8,23
105 598,DIMIENI,siruta,23,105 570,8,23
105 936,VIDRA,siruta,3,234,8,23
105 945,VIDRA,siruta,22,105 936,8,23
105 954,CREŢEŞTI,siruta,23,105 936,8,23
105 963,SINTEŞTI,siruta,23,105 936,8,23
106 318,MUNICIPIUL BAIA MARE,siruta,1,243,6,24
106 327,BAIA MARE,siruta,9,106 318,6,24
106 336,BLIDARI,siruta,10,106 318,6,24
106 345,FIRIZA,siruta,10,106 318,6,24
106 354,VALEA NEAGRÃ,siruta,10,106 318,6,24
106 559,MUNICIPIUL SIGHETU MARMAŢIEI,siruta,4,243,6,24
106 568,SIGHETU MARMAŢIEI,siruta,9,106 559,6,24
106 577,IAPA,siruta,10,106 559,6,24
106 586,LAZU BACIULUI,siruta,10,106 559,6,24
106 595,ŞUGÃU,siruta,10,106 559,6,24
106 602,VALEA CUFUNDOASÃ,siruta,10,106 559,6,24
106 611,VALEA HOTARULUI,siruta,10,106 559,6,24
106 684,ORAŞ BAIA SPRIE,siruta,2,243,6,24
106 693,BAIA SPRIE,siruta,17,106 684,6,24
106 700,CHIUZBAIA,siruta,18,106 684,6,24
106 728,SATU NOU DE SUS,siruta,19,106 684,6,24
106 719,TÃUŢII DE SUS,siruta,18,106 684,6,24
106 746,ORAŞ BORŞA,siruta,2,243,6,24
106 755,BORŞA,siruta,17,106 746,6,24
106 764,BÃILE BORŞA,siruta,18,106 746,6,24
106 782,ORAŞ CAVNIC,siruta,2,243,6,24
106 791,CAVNIC,siruta,17,106 782,6,24
108 017,ORAŞ DRAGOMIREŞTI,siruta,2,243,6,24
108 026,DRAGOMIREŞTI,siruta,17,108 017,6,24
108 892,ORAŞ SÃLIŞTEA DE SUS,siruta,2,243,6,24
108 909,SÃLIŞTEA DE SUS,siruta,17,108 892,6,24
108 963,ORAŞ SEINI,siruta,2,243,6,24
108 972,SEINI,siruta,17,108 963,6,24
108 981,SÃBIŞA,siruta,19,108 963,6,24
108 990,VIILE APEI,siruta,19,108 963,6,24
109 176,ORAŞ ŞOMCUTA MARE,siruta,2,243,6,24
109 185,ŞOMCUŢA MARE,siruta,17,109 176,6,24
109 194,BUCIUMI,siruta,18,109 176,6,24
109 201,BUTEASA,siruta,19,109 176,6,24
109 210,CIOLT,siruta,18,109 176,6,24
109 229,CODRU BUTESII,siruta,19,109 176,6,24
109 238,FINTEUŞU MARE,siruta,19,109 176,6,24
109 247,HOVRILA,siruta,18,109 176,6,24
109 256,VÃLENII ŞOMCUTEI,siruta,18,109 176,6,24
106 461,ORAŞ TÃUŢII-MÃGHERÃUŞ,siruta,2,243,6,24
106 470,TÃUŢII-MÃGHERÃUŞ,siruta,17,106 461,6,24
106 489,BÃIŢA,siruta,18,106 461,6,24
106 498,BOZÂNTA MARE,siruta,19,106 461,6,24
106 504,BUŞAG,siruta,18,106 461,6,24
106 513,MERIŞOR,siruta,19,106 461,6,24
106 522,NISTRU,siruta,18,106 461,6,24
106 531,ULMOASA,siruta,19,106 461,6,24
106 817,ORAŞ TÂRGU LÃPUŞ,siruta,2,243,6,24
106 826,TÂRGU LÃPUŞ,siruta,17,106 817,6,24
106 835,BOIERENI,siruta,19,106 817,6,24
106 844,BORCUT,siruta,19,106 817,6,24
106 853,CUFOAIA,siruta,19,106 817,6,24
106 862,DÃMÃCUŞENI,siruta,19,106 817,6,24
106 871,DOBRICU LÃPUŞULUI,siruta,19,106 817,6,24
106 880,DUMBRAVA,siruta,19,106 817,6,24
106 899,FÂNTÂNELE,siruta,19,106 817,6,24
106 906,GROAPE,siruta,19,106 817,6,24
106 915,INÃU,siruta,19,106 817,6,24
106 924,RÃZOARE,siruta,19,106 817,6,24
106 933,ROGOZ,siruta,19,106 817,6,24
106 942,ROHIA,siruta,19,106 817,6,24
106 951,STOICENI,siruta,19,106 817,6,24
109 265,ORAŞ ULMENI,siruta,2,243,6,24
109 274,ULMENI,siruta,17,109 265,6,24
109 283,ARDUZEL,siruta,19,109 265,6,24
109 292,CHELINŢA,siruta,19,109 265,6,24
109 309,MÂNÃU,siruta,19,109 265,6,24
109 318,SOMEŞ-UILEAC,siruta,19,109 265,6,24
109 327,TOHAT,siruta,18,109 265,6,24
109 336,ŢICÃU,siruta,19,109 265,6,24
109 345,VICEA,siruta,19,109 265,6,24
106 979,ORAŞ VIŞEU DE SUS,siruta,2,243,6,24
106 988,VIŞEU DE SUS,siruta,17,106 979,6,24
106 997,VIŞEU DE MIJLOC,siruta,18,106 979,6,24
107 001,ARDUSAT,siruta,3,243,6,24
107 010,ARDUSAT,siruta,22,107 001,6,24
107 029,ARIEŞU DE CÂMP,siruta,23,107 001,6,24
107 038,COLŢIREA,siruta,23,107 001,6,24
107 047,ARINIŞ,siruta,3,243,6,24
107 056,ARINIŞ,siruta,22,107 047,6,24
107 065,RODINA,siruta,23,107 047,6,24
107 074,TÃMÃŞEŞTI,siruta,23,107 047,6,24
107 083,ASUAJU DE SUS,siruta,3,243,6,24
107 092,ASUAJU DE SUS,siruta,22,107 083,6,24
107 109,ASUAJU DE JOS,siruta,23,107 083,6,24
107 118,BÃIŢA DE SUB CODRU,siruta,3,243,6,24
107 127,BÃIŢA DE SUB CODRU,siruta,22,107 118,6,24
107 145,URMENIŞ,siruta,23,107 118,6,24
107 154,BÃIUŢ,siruta,3,243,6,24
107 163,BÃIUŢ,siruta,22,107 154,6,24
107 172,POIANA BOTIZII,siruta,23,107 154,6,24
107 181,STRÂMBU-BÃIUŢ,siruta,23,107 154,6,24
107 190,BÃSEŞTI,siruta,3,243,6,24
107 207,BÃSEŞTI,siruta,22,107 190,6,24
107 136,ODEŞTI,siruta,23,107 190,6,24
107 216,SÃLIŞTE,siruta,23,107 190,6,24
107 225,STREMŢ,siruta,23,107 190,6,24
107 314,BÂRSANA,siruta,3,243,6,24
107 323,BÂRSANA,siruta,22,107 314,6,24
107 332,NÃNEŞTI,siruta,23,107 314,6,24
107 234,BICAZ,siruta,3,243,6,24
107 243,BICAZ,siruta,22,107 234,6,24
107 252,CIUTA,siruta,23,107 234,6,24
107 261,CORNI,siruta,23,107 234,6,24
107 270,BISTRA,siruta,3,243,6,24
107 289,BISTRA,siruta,22,107 270,6,24
107 298,CRASNA VIŞEULUI,siruta,23,107 270,6,24
107 305,VALEA VIŞEULUI,siruta,23,107 270,6,24
107 350,BOCICOIU MARE,siruta,3,243,6,24
107 369,BOCICOIU MARE,siruta,22,107 350,6,24
107 378,CRÃCIUNEŞTI,siruta,23,107 350,6,24
107 387,LUNCA LA TISA,siruta,23,107 350,6,24
107 396,TISA,siruta,23,107 350,6,24
107 403,BOGDAN VODÃ,siruta,3,243,6,24
107 412,BOGDAN VODÃ,siruta,22,107 403,6,24
107 421,BOCICOEL,siruta,23,107 403,6,24
107 430,BOIU MARE,siruta,3,243,6,24
107 449,BOIU MARE,siruta,22,107 430,6,24
107 458,FRÂNCENII BOIULUI,siruta,23,107 430,6,24
107 467,PRISLOP,siruta,23,107 430,6,24
107 476,ROMÃNEŞTI,siruta,23,107 430,6,24
107 485,BOTIZA,siruta,3,243,6,24
107 494,BOTIZA,siruta,22,107 485,6,24
107 519,BUDEŞTI,siruta,3,243,6,24
107 528,BUDEŞTI,siruta,22,107 519,6,24
107 537,SÂRBI,siruta,23,107 519,6,24
107 546,CÃLINEŞTI,siruta,3,243,6,24
