cod,nume,cod_name,tip,sirsup,regiune,judet
6 137,LUNCA LARGÃ,siruta,23,6 119,7,1
6 146,RUNC,siruta,23,6 119,7,1
6 155,VIDOLM,siruta,23,6 119,7,1
6 164,OHABA,siruta,3,10,7,1
6 173,OHABA,siruta,22,6 164,7,1
6 182,COLIBI,siruta,23,6 164,7,1
6 191,MÃGHIERAT,siruta,23,6 164,7,1
6 208,SECÃŞEL,siruta,23,6 164,7,1
6 217,PIANU,siruta,3,10,7,1
6 226,PIANU DE SUS,siruta,22,6 217,7,1
6 235,PIANU DE JOS,siruta,23,6 217,7,1
6 244,PLAIURI,siruta,23,6 217,7,1
6 253,PURCÃREŢI,siruta,23,6 217,7,1
6 262,STRUNGARI,siruta,23,6 217,7,1
6 271,POIANA VADULUI,siruta,3,10,7,1
6 280,POIANA VADULUI,siruta,22,6 271,7,1
6 299,COSTEŞTI,siruta,23,6 271,7,1
6 306,DUDUIENI,siruta,23,6 271,7,1
6 315,FÃGETU DE JOS,siruta,23,6 271,7,1
6 324,FÃGETU DE SUS,siruta,23,6 271,7,1
6 333,HÃNÃŞEŞTI,siruta,23,6 271,7,1
6 342,LUPÃIEŞTI,siruta,23,6 271,7,1
6 351,MORCÃNEŞTI,siruta,23,6 271,7,1
6 360,PÃŞTEŞTI,siruta,23,6 271,7,1
6 379,PETELEI,siruta,23,6 271,7,1
6 388,STÃNEŞTI,siruta,23,6 271,7,1
6 397,PONOR,siruta,3,10,7,1
6 404,PONOR,siruta,22,6 397,7,1
6 413,DUPA DEAL,siruta,23,6 397,7,1
6 422,GEOGEL,siruta,23,6 397,7,1
6 431,MÃCÃREŞTI,siruta,23,6 397,7,1
6 459,VALE IN JOS,siruta,23,6 397,7,1
6 440,VALEA BUCURULUI,siruta,23,6 397,7,1
6 468,POŞAGA,siruta,3,10,7,1
6 477,POŞAGA DE JOS,siruta,22,6 468,7,1
6 486,CORŢEŞTI,siruta,23,6 468,7,1
6 495,INCEŞTI,siruta,23,6 468,7,1
6 501,LUNCA,siruta,23,6 468,7,1
6 510,ORÃŞTI,siruta,23,6 468,7,1
6 529,POŞAGA DE SUS,siruta,23,6 468,7,1
6 538,SAGAGEA,siruta,23,6 468,7,1
6 547,RÃDEŞTI,siruta,3,10,7,1
6 556,RÃDEŞTI,siruta,22,6 547,7,1
6 565,LEORINŢ,siruta,23,6 547,7,1
6 574,MEŞCREAC,siruta,23,6 547,7,1
6 583,ŞOIMUŞ,siruta,23,6 547,7,1
6 592,RÂMETEA,siruta,3,10,7,1
6 609,RÂMETEA,siruta,22,6 592,7,1
6 618,COLŢEŞTI,siruta,23,6 592,7,1
6 627,RÂMEŢ,siruta,3,10,7,1
6 636,RÂMEŢ,siruta,22,6 627,7,1
6 645,BOŢANI,siruta,23,6 627,7,1
6 654,BRÃDEŞTI,siruta,23,6 627,7,1
6 663,CHEIA,siruta,23,6 627,7,1
6 672,COTORÃŞTI,siruta,23,6 627,7,1
6 681,FLOREŞTI,siruta,23,6 627,7,1
6 690,OLTENI,siruta,23,6 627,7,1
6 707,VALEA FÃGETULUI,siruta,23,6 627,7,1
6 716,VALEA INZELULUI,siruta,23,6 627,7,1
6 725,VALEA MÃNÃSTIRII,siruta,23,6 627,7,1
6 734,VALEA POIENII,siruta,23,6 627,7,1
6 743,VALEA UZEI,siruta,23,6 627,7,1
6 752,VLÃDEŞTI,siruta,23,6 627,7,1
6 930,ROŞIA DE SECAŞ,siruta,3,10,7,1
6 949,ROŞIA DE SECAŞ,siruta,22,6 930,7,1
6 958,TÃU,siruta,23,6 930,7,1
6 967,UNGUREI,siruta,23,6 930,7,1
6 761,ROŞIA MONTANÃ,siruta,3,10,7,1
6 770,ROŞIA MONTANÃ,siruta,22,6 761,7,1
6 789,BÃLMOŞEŞTI,siruta,23,6 761,7,1
6 798,BLIDEŞTI,siruta,23,6 761,7,1
6 805,BUNTA,siruta,23,6 761,7,1
6 814,CÃRPINIŞ,siruta,23,6 761,7,1
6 823,COASTA HENŢII,siruta,23,6 761,7,1
6 832,CORNA,siruta,23,6 761,7,1
6 841,CURÃTURI,siruta,23,6 761,7,1
6 850,DÃROAIA,siruta,23,6 761,7,1
6 869,GÂRDA-BÃRBULEŞTI,siruta,23,6 761,7,1
6 878,GURA ROŞIEI,siruta,23,6 761,7,1
6 887,IACOBEŞTI,siruta,23,6 761,7,1
6 896,IGNÃŢEŞTI,siruta,23,6 761,7,1
6 903,ŞOAL,siruta,23,6 761,7,1
6 912,ŢARINA,siruta,23,6 761,7,1
6 921,VÂRTOP,siruta,23,6 761,7,1
6 976,SÃLCIUA,siruta,3,10,7,1
6 985,SÃLCIUA DE JOS,siruta,22,6 976,7,1
6 994,DEALU CASELOR,siruta,23,6 976,7,1
7 008,DUMEŞTI,siruta,23,6 976,7,1
7 017,SÃLCIUA DE SUS,siruta,23,6 976,7,1
7 026,SUB PIATRÃ,siruta,23,6 976,7,1
7 035,VALEA LARGÃ,siruta,23,6 976,7,1
7 044,SÃLIŞTEA,siruta,3,10,7,1
7 053,SÃLIŞTEA,siruta,22,7 044,7,1
7 062,MÃRGINENI,siruta,23,7 044,7,1
7 071,SÃLIŞTEA-DEAL,siruta,23,7 044,7,1
7 080,TÃRTÃRIA,siruta,23,7 044,7,1
7 099,SÃSCIORI,siruta,3,10,7,1
7 106,SÃSCIORI,siruta,22,7 099,7,1
7 115,CÃPÂLNA,siruta,23,7 099,7,1
7 124,DUMBRAVA,siruta,23,7 099,7,1
7 133,LAZ,siruta,23,7 099,7,1
7 142,LOMAN,siruta,23,7 099,7,1
7 151,PLEŞI,siruta,23,7 099,7,1
7 160,RÃCHITA,siruta,23,7 099,7,1
7 179,SEBEŞEL,siruta,23,7 099,7,1
7 188,TONEA,siruta,23,7 099,7,1
7 348,SÂNCEL,siruta,3,10,7,1
7 357,SÂNCEL,siruta,22,7 348,7,1
7 366,ICLOD,siruta,23,7 348,7,1
7 375,PÃNADE,siruta,23,7 348,7,1
7 384,SÂNTIMBRU,siruta,3,10,7,1
7 393,SÂNTIMBRU,siruta,22,7 384,7,1
7 400,COŞLARIU,siruta,23,7 384,7,1
7 419,DUMITRA,siruta,23,7 384,7,1
7 428,GALTIU,siruta,23,7 384,7,1
7 437,TOTOI,siruta,23,7 384,7,1
7 197,SCÃRIŞOARA,siruta,3,10,7,1
7 204,SCÃRIŞOARA,siruta,22,7 197,7,1
7 213,BÂRLEŞTI,siruta,23,7 197,7,1
7 222,BOTEŞTI,siruta,23,7 197,7,1
7 231,FAŢA-LÃZEŞTI,siruta,23,7 197,7,1
7 240,FLOREŞTI,siruta,23,7 197,7,1
7 259,LÃZEŞTI,siruta,23,7 197,7,1
7 268,LESPEZEA,siruta,23,7 197,7,1
7 277,MAŢEI,siruta,23,7 197,7,1
7 286,NEGEŞTI,siruta,23,7 197,7,1
7 295,PRELUCÃ,siruta,23,7 197,7,1
7 302,RUNC,siruta,23,7 197,7,1
7 311,SFOARTEA,siruta,23,7 197,7,1
7 320,ŞTIULEŢI,siruta,23,7 197,7,1
7 339,TRÂNCEŞTI,siruta,23,7 197,7,1
7 446,SOHODOL,siruta,3,10,7,1
7 455,SOHODOL,siruta,22,7 446,7,1
7 464,BÃZEŞTI,siruta,23,7 446,7,1
7 473,BILÃNEŞTI,siruta,23,7 446,7,1
7 482,BOBÃREŞTI,siruta,23,7 446,7,1
7 491,BRÃDEANA,siruta,23,7 446,7,1
7 507,BURZONEŞTI,siruta,23,7 446,7,1
7 516,DEONCEŞTI,siruta,23,7 446,7,1
7 525,DILIMANI,siruta,23,7 446,7,1
7 534,FURDUIEŞTI,siruta,23,7 446,7,1
7 543,GURA SOHODOL,siruta,23,7 446,7,1
7 552,HOANCÃ,siruta,23,7 446,7,1
7 561,JOLDIŞEŞTI,siruta,23,7 446,7,1
7 570,LAZURI,siruta,23,7 446,7,1
7 589,LEHEŞTI,siruta,23,7 446,7,1
7 598,LUMINEŞTI,siruta,23,7 446,7,1
7 605,MEDREŞTI,siruta,23,7 446,7,1
7 614,MORÃREŞTI,siruta,23,7 446,7,1
7 623,MUNEŞTI,siruta,23,7 446,7,1
7 632,NÃPÃIEŞTI,siruta,23,7 446,7,1
7 641,NELEGEŞTI,siruta,23,7 446,7,1
7 650,NICOREŞTI,siruta,23,7 446,7,1
7 669,PELEŞ,siruta,23,7 446,7,1
7 678,POIANA,siruta,23,7 446,7,1
7 687,ROBEŞTI,siruta,23,7 446,7,1
7 712,SEBIŞEŞTI,siruta,23,7 446,7,1
7 696,SICOIEŞTI,siruta,23,7 446,7,1
7 703,SURDEŞTI,siruta,23,7 446,7,1
7 721,ŞIMOCEŞTI,siruta,23,7 446,7,1
7 730,TOCI,siruta,23,7 446,7,1
7 749,VALEA VERDE,siruta,23,7 446,7,1
7 758,VLÃDOŞEŞTI,siruta,23,7 446,7,1
7 767,STREMŢ,siruta,3,10,7,1
7 776,STREMŢ,siruta,22,7 767,7,1
7 785,FAŢA PIETRII,siruta,23,7 767,7,1
7 794,GEOAGIU DE SUS,siruta,23,7 767,7,1
7 801,GEOMAL,siruta,23,7 767,7,1
7 810,ŞIBOT,siruta,3,10,7,1
7 829,ŞIBOT,siruta,22,7 810,7,1
7 838,BALOMIRU DE CÂMP,siruta,23,7 810,7,1
7 847,BÃCÃINŢI,siruta,23,7 810,7,1
7 856,SÃRÃCSÃU,siruta,23,7 810,7,1
7 865,ŞONA,siruta,3,10,7,1
7 874,ŞONA,siruta,22,7 865,7,1
7 883,ALECUŞ,siruta,23,7 865,7,1
7 892,BIIA,siruta,23,7 865,7,1
7 909,DOPTÃU,siruta,23,7 865,7,1
7 918,LUNCA TÂRNAVEI,siruta,23,7 865,7,1
7 927,SÂNMICLÃUŞ,siruta,23,7 865,7,1
7 936,VALEA SASULUI,siruta,23,7 865,7,1
7 945,ŞPRING,siruta,3,10,7,1
7 954,ŞPRING,siruta,22,7 945,7,1
7 963,CARPEN,siruta,23,7 945,7,1
7 972,CARPENII DE SUS,siruta,23,7 945,7,1
7 981,CUNŢA,siruta,23,7 945,7,1
7 990,DRAŞOV,siruta,23,7 945,7,1
8 005,VINGARD,siruta,23,7 945,7,1
8 014,ŞUGAG,siruta,3,10,7,1
8 023,ŞUGAG,siruta,22,8 014,7,1
8 032,ARŢI,siruta,23,8 014,7,1
8 041,BÂRSANA,siruta,23,8 014,7,1
8 050,DOBRA,siruta,23,8 014,7,1
8 069,JIDOŞTINA,siruta,23,8 014,7,1
8 078,MÃRTINIE,siruta,23,8 014,7,1
8 087,TÃU BISTRA,siruta,23,8 014,7,1
8 158,UNIREA,siruta,3,10,7,1
8 167,UNIREA,siruta,22,8 158,7,1
8 176,CIUGUDU DE JOS,siruta,23,8 158,7,1
8 185,CIUGUDU DE SUS,siruta,23,8 158,7,1
8 194,DUMBRAVA,siruta,23,8 158,7,1
8 201,INOC,siruta,23,8 158,7,1
8 210,MÃHÃCENI,siruta,23,8 158,7,1
8 229,VADU MOŢILOR,siruta,3,10,7,1
8 238,VADU MOŢILOR,siruta,22,8 229,7,1
8 247,BODEŞTI,siruta,23,8 229,7,1
8 256,BURZEŞTI,siruta,23,8 229,7,1
8 265,DEALU FRUMOS,siruta,23,8 229,7,1
8 274,LÃZEŞTI,siruta,23,8 229,7,1
8 283,NECŞEŞTI,siruta,23,8 229,7,1
8 292,PODURI-BRICEŞTI,siruta,23,8 229,7,1
8 309,POPEŞTII DE JOS,siruta,23,8 229,7,1
8 318,POPEŞTII DE SUS,siruta,23,8 229,7,1
8 327,TOMUŢEŞTI,siruta,23,8 229,7,1
8 336,TOŢEŞTI,siruta,23,8 229,7,1
8 345,VÂLTORI,siruta,23,8 229,7,1
8 354,VALEA LUNGÃ,siruta,3,10,7,1
8 363,VALEA LUNGÃ,siruta,22,8 354,7,1
8 372,FÃGET,siruta,23,8 354,7,1
8 381,GLOGOVEŢ,siruta,23,8 354,7,1
8 390,LODROMAN,siruta,23,8 354,7,1
8 407,LUNCA,siruta,23,8 354,7,1
8 416,TÃUNI,siruta,23,8 354,7,1
8 425,VIDRA,siruta,3,10,7,1
8 434,VIDRA,siruta,22,8 425,7,1
8 443,BÃI,siruta,23,8 425,7,1
8 452,BOBÃREŞTI,siruta,23,8 425,7,1
8 461,BOGDÃNEŞTI,siruta,23,8 425,7,1
8 470,BORDEŞTII POIENI,siruta,23,8 425,7,1
8 489,CULDEŞTI,siruta,23,8 425,7,1
8 498,DEALU GOIEŞTI,siruta,23,8 425,7,1
8 504,DOS,siruta,23,8 425,7,1
8 513,DOSU LUNCII,siruta,23,8 425,7,1
8 522,DOSU VÃSEŞTI,siruta,23,8 425,7,1
8 531,DRÃGOIEŞTI-LUNCÃ,siruta,23,8 425,7,1
8 540,FICÃREŞTI,siruta,23,8 425,7,1
8 559,GLIGOREŞTI,siruta,23,8 425,7,1
8 568,GOIEŞTI,siruta,23,8 425,7,1
8 577,HAIDUCEŞTI,siruta,23,8 425,7,1
8 586,HÃRÃŞTI,siruta,23,8 425,7,1
8 595,HOANCÃ,siruta,23,8 425,7,1
8 602,JEFLEŞTI,siruta,23,8 425,7,1
8 611,LUNCA,siruta,23,8 425,7,1
8 620,LUNCA BISERICII,siruta,23,8 425,7,1
8 639,LUNCA DE JOS,siruta,23,8 425,7,1
8 648,LUNCA GOIEŞTI,siruta,23,8 425,7,1
8 657,LUNCA VESEŞTI,siruta,23,8 425,7,1
8 666,MODOLEŞTI,siruta,23,8 425,7,1
8 675,NEMEŞI,siruta,23,8 425,7,1
8 684,OIDEŞTI,siruta,23,8 425,7,1
8 693,PITÃRCEŞTI,siruta,23,8 425,7,1
8 700,PLEŞCUŢA,siruta,23,8 425,7,1
8 719,POIENI,siruta,23,8 425,7,1
8 728,PONOREL,siruta,23,8 425,7,1
8 737,PUIULEŢEŞTI,siruta,23,8 425,7,1
8 746,RUNC,siruta,23,8 425,7,1
8 755,SEGAJ,siruta,23,8 425,7,1
8 764,URDEŞ,siruta,23,8 425,7,1
8 773,VALEA MORII,siruta,23,8 425,7,1
8 782,VÃSEŞTI,siruta,23,8 425,7,1
8 791,VÂLCÃNEASA,siruta,23,8 425,7,1
8 808,VÂLCEŞTI,siruta,23,8 425,7,1
8 817,VÂRTÃNEŞTI,siruta,23,8 425,7,1
8 826,VINŢU DE JOS,siruta,3,10,7,1
8 835,VINŢU DE JOS,siruta,22,8 826,7,1
8 853,CÂMPU GOBLII,siruta,23,8 826,7,1
8 844,CIOCAŞU,siruta,23,8 826,7,1
8 862,CRIŞENI,siruta,23,8 826,7,1
8 871,DEALU FERULUI,siruta,23,8 826,7,1
8 880,GURA CUŢULUI,siruta,23,8 826,7,1
8 899,HAŢEGANA,siruta,23,8 826,7,1
8 906,INURI,siruta,23,8 826,7,1
8 915,LAZ,siruta,23,8 826,7,1
8 924,MÃTÃCINA,siruta,23,8 826,7,1
8 933,MERETEU,siruta,23,8 826,7,1
8 942,PÂRÃU LUI MIHAI,siruta,23,8 826,7,1
8 951,POIENIŢA,siruta,23,8 826,7,1
8 960,STÃUINI,siruta,23,8 826,7,1
8 979,VALEA GOBLII,siruta,23,8 826,7,1
8 988,VALEA LUI MIHAI,siruta,23,8 826,7,1
8 997,VALEA VINŢULUI,siruta,23,8 826,7,1
9 002,VURPÃR,siruta,23,8 826,7,1
9 262,MUNICIPIUL ARAD,siruta,1,29,5,2
9 271,ARAD,siruta,9,9 262,5,2
9 459,ORAŞ CHIŞINEU-CRIŞ,siruta,2,29,5,2
9 468,CHIŞINEU-CRIŞ,siruta,17,9 459,5,2
9 477,NADAB,siruta,19,9 459,5,2
9 495,ORAŞ CURTICI,siruta,2,29,5,2
9 501,CURTICI,siruta,17,9 495,5,2
9 538,ORAŞ INEU,siruta,2,29,5,2
9 547,INEU,siruta,17,9 538,5,2
9 556,MOCREA,siruta,19,9 538,5,2
9 574,ORAŞ LIPOVA,siruta,2,29,5,2
9 583,LIPOVA,siruta,17,9 574,5,2
9 592,RADNA,siruta,18,9 574,5,2
9 609,ŞOIMOŞ,siruta,18,9 574,5,2
9 627,ORAŞ NÃDLAC,siruta,2,29,5,2
9 636,NÃDLAC,siruta,17,9 627,5,2
9 654,ORAŞ PÂNCOTA,siruta,2,29,5,2
9 663,PÂNCOTA,siruta,17,9 654,5,2
9 672,MÃDERAT,siruta,19,9 654,5,2
11 584,ORAŞ PECICA,siruta,2,29,5,2
11 593,PECICA,siruta,17,11 584,5,2
11 600,BODROGU VECHI,siruta,19,11 584,5,2
11 619,SEDERHAT,siruta,19,11 584,5,2
11 628,TURNU,siruta,19,11 584,5,2
12 091,ORAŞ SÂNTANA,siruta,2,29,5,2
12 108,SÂNTANA,siruta,17,12 091,5,2
12 117,CAPORAL ALEXA,siruta,18,12 091,5,2
9 690,ORAŞ SEBIŞ,siruta,2,29,5,2
9 707,SEBIŞ,siruta,17,9 690,5,2
9 716,DONCENI,siruta,19,9 690,5,2
9 725,PRUNIŞOR,siruta,19,9 690,5,2
9 734,SÃLÃJENI,siruta,19,9 690,5,2
9 743,ALMAŞ,siruta,3,29,5,2
9 752,ALMAŞ,siruta,22,9 743,5,2
9 761,CIL,siruta,23,9 743,5,2
9 770,JOIA MARE,siruta,23,9 743,5,2
9 789,RÃDEŞTI,siruta,23,9 743,5,2
9 798,APATEU,siruta,3,29,5,2
9 805,APATEU,siruta,22,9 798,5,2
9 814,BERECHIU,siruta,23,9 798,5,2
9 823,MOŢIORI,siruta,23,9 798,5,2
9 832,ARCHIŞ,siruta,3,29,5,2
9 841,ARCHIŞ,siruta,22,9 832,5,2
9 850,BÂRZEŞTI,siruta,23,9 832,5,2
9 869,GROŞENI,siruta,23,9 832,5,2
9 878,NERMIŞ,siruta,23,9 832,5,2
9 887,BATA,siruta,3,29,5,2
9 896,BATA,siruta,22,9 887,5,2
9 903,BACÃU DE MIJLOC,siruta,23,9 887,5,2
9 912,BULCI,siruta,23,9 887,5,2
9 921,ŢELA,siruta,23,9 887,5,2
10 051,BÂRSA,siruta,3,29,5,2
10 060,BÂRSA,siruta,22,10 051,5,2
10 079,ALDEŞTI,siruta,23,10 051,5,2
10 088,HODIŞ,siruta,23,10 051,5,2
10 097,VOIVODENI,siruta,23,10 051,5,2
10 104,BÂRZAVA,siruta,3,29,5,2
10 113,BÂRZAVA,siruta,22,10 104,5,2
10 122,BÃTUŢA,siruta,23,10 104,5,2
10 131,CÃPRUŢA,siruta,23,10 104,5,2
10 140,DUMBRÃVIŢA,siruta,23,10 104,5,2
10 159,GROŞII NOI,siruta,23,10 104,5,2
10 168,LALAŞINŢ,siruta,23,10 104,5,2
10 177,MONOROŞTIA,siruta,23,10 104,5,2
10 186,SLATINA DE MUREŞ,siruta,23,10 104,5,2
9 930,BELIU,siruta,3,29,5,2
9 949,BELIU,siruta,22,9 930,5,2
9 958,BENEŞTI,siruta,23,9 930,5,2
9 967,BOCHIA,siruta,23,9 930,5,2
9 985,SECACI,siruta,23,9 930,5,2
9 994,TÃGÃDÃU,siruta,23,9 930,5,2
9 976,VASILE GOLDIŞ,siruta,23,9 930,5,2
10 006,BIRCHIŞ,siruta,3,29,5,2
10 015,BIRCHIŞ,siruta,22,10 006,5,2
10 024,CÃPÃLNAŞ,siruta,23,10 006,5,2
10 033,OSTROV,siruta,23,10 006,5,2
10 042,VIRISMORT,siruta,23,10 006,5,2
10 195,BOCSIG,siruta,3,29,5,2
10 202,BOCSIG,siruta,22,10 195,5,2
10 211,MÂNERÃU,siruta,23,10 195,5,2
10 220,RÃPSIG,siruta,23,10 195,5,2
10 239,BRAZII,siruta,3,29,5,2
10 248,BRAZII,siruta,22,10 239,5,2
10 257,BUCEAVA-ŞOIMUŞ,siruta,23,10 239,5,2
10 266,IACOBINI,siruta,23,10 239,5,2
10 275,MÃDRIGEŞTI,siruta,23,10 239,5,2
10 284,SECAŞ,siruta,23,10 239,5,2
10 293,BUTENI,siruta,3,29,5,2
10 300,BUTENI,siruta,22,10 293,5,2
10 319,BERINDIA,siruta,23,10 293,5,2
10 328,CUIED,siruta,23,10 293,5,2
10 337,PÃULIAN,siruta,23,10 293,5,2
10 346,CÃRAND,siruta,3,29,5,2
10 355,CÃRAND,siruta,22,10 346,5,2
10 364,SELIŞTEA,siruta,23,10 346,5,2
10 373,CERMEI,siruta,3,29,5,2
10 382,CERMEI,siruta,22,10 373,5,2
10 391,AVRAM IANCU,siruta,23,10 373,5,2
10 408,ŞOMOŞCHEŞ,siruta,23,10 373,5,2
10 417,CHISINDIA,siruta,3,29,5,2
10 426,CHISINDIA,siruta,22,10 417,5,2
10 435,PÃIUŞENI,siruta,23,10 417,5,2
10 444,VÃSOAIA,siruta,23,10 417,5,2
10 453,CONOP,siruta,3,29,5,2
10 462,CONOP,siruta,22,10 453,5,2
10 471,BELOTINŢ,siruta,23,10 453,5,2
10 480,CHELMAC,siruta,23,10 453,5,2
10 499,MILOVA,siruta,23,10 453,5,2
10 505,ODVOŞ,siruta,23,10 453,5,2
10 514,COVÃSINŢ,siruta,3,29,5,2
10 523,COVÃSINŢ,siruta,22,10 514,5,2
10 532,CRAIVA,siruta,3,29,5,2
10 541,CRAIVA,siruta,22,10 532,5,2
10 550,CHIŞLACA,siruta,23,10 532,5,2
10 569,CIUNTEŞTI,siruta,23,10 532,5,2
10 578,COROI,siruta,23,10 532,5,2
10 587,MÃRÃUŞ,siruta,23,10 532,5,2
10 596,ROGOZ DE BELIU,siruta,23,10 532,5,2
10 603,STOINEŞTI,siruta,23,10 532,5,2
10 612,SUSAG,siruta,23,10 532,5,2
10 621,ŞIAD,siruta,23,10 532,5,2
10 630,TÃLMACI,siruta,23,10 532,5,2
10 649,DEZNA,siruta,3,29,5,2
10 658,DEZNA,siruta,22,10 649,5,2
10 667,BUHANI,siruta,23,10 649,5,2
10 676,LAZ,siruta,23,10 649,5,2
10 685,NEAGRA,siruta,23,10 649,5,2
10 694,SLATINA DE CRIŞ,siruta,23,10 649,5,2
10 701,DIECI,siruta,3,29,5,2
10 710,DIECI,siruta,22,10 701,5,2
10 729,COCIUBA,siruta,23,10 701,5,2
10 738,CROCNA,siruta,23,10 701,5,2
10 747,REVETIŞ,siruta,23,10 701,5,2
10 756,ROŞIA,siruta,23,10 701,5,2
12 912,DOROBANŢI,siruta,3,29,5,2
9 510,DOROBANŢI,siruta,22,12 912,5,2
9 280,FÂNTÂNELE,siruta,3,29,5,2
9 299,FÂNTÂNELE,siruta,22,9 280,5,2
9 324,TISA NOUÃ,siruta,23,9 280,5,2
10 827,FELNAC,siruta,3,29,5,2
10 836,FELNAC,siruta,22,10 827,5,2
10 854,CÃLUGÃRENI,siruta,23,10 827,5,2
12 920,FRUMUŞENI,siruta,3,29,5,2
9 315,FRUMUŞENI,siruta,22,12 920,5,2
9 306,ALUNIŞ,siruta,23,12 920,5,2
10 872,GHIOROC,siruta,3,29,5,2
10 881,GHIOROC,siruta,22,10 872,5,2
10 890,CUVIN,siruta,23,10 872,5,2
10 907,MINIŞ,siruta,23,10 872,5,2
10 916,GRÃNICERI,siruta,3,29,5,2
10 925,GRÃNICERI,siruta,22,10 916,5,2
10 934,ŞICLÃU,siruta,23,10 916,5,2
10 943,GURAHONŢ,siruta,3,29,5,2
10 952,GURAHONŢ,siruta,22,10 943,5,2
10 961,BONŢEŞTI,siruta,23,10 943,5,2
10 970,DULCELE,siruta,23,10 943,5,2
10 989,FENIŞ,siruta,23,10 943,5,2
10 998,HONŢIŞOR,siruta,23,10 943,5,2
11 003,IOSAŞ,siruta,23,10 943,5,2
11 012,MUSTEŞTI,siruta,23,10 943,5,2
11 021,PESCARI,siruta,23,10 943,5,2
11 030,VALEA MARE,siruta,23,10 943,5,2
11 049,ZIMBRU,siruta,23,10 943,5,2
11 058,HÃLMAGIU,siruta,3,29,5,2
11 067,HÃLMAGIU,siruta,22,11 058,5,2
11 076,BÃNEŞTI,siruta,23,11 058,5,2
11 085,BODEŞTI,siruta,23,11 058,5,2
11 094,BRUSTURI,siruta,23,11 058,5,2
11 101,CRISTEŞTI,siruta,23,11 058,5,2
11 110,IONEŞTI,siruta,23,11 058,5,2
11 129,LEASA,siruta,23,11 058,5,2
11 138,LEŞTIOARA,siruta,23,11 058,5,2
11 147,POIENARI,siruta,23,11 058,5,2
11 156,TISA,siruta,23,11 058,5,2
11 165,ŢÃRMURE,siruta,23,11 058,5,2
11 174,HÃLMÃGEL,siruta,3,29,5,2
11 183,HÃLMÃGEL,siruta,22,11 174,5,2
11 192,LUNCŞOARA,siruta,23,11 174,5,2
11 209,SÂRBI,siruta,23,11 174,5,2
11 218,TÂRNÃVIŢA,siruta,23,11 174,5,2
11 227,ŢOHEŞTI,siruta,23,11 174,5,2
11 236,HÃŞMAŞ,siruta,3,29,5,2
11 245,HÃŞMAŞ,siruta,22,11 236,5,2
11 254,AGRIŞU MIC,siruta,23,11 236,5,2
11 263,BOTFEI,siruta,23,11 236,5,2
11 272,CLIT,siruta,23,11 236,5,2
11 281,COMÃNEŞTI,siruta,23,11 236,5,2
11 290,URVIŞU DE BELIU,siruta,23,11 236,5,2
11 307,IGNEŞTI,siruta,3,29,5,2
11 316,IGNEŞTI,siruta,22,11 307,5,2
11 325,MINEAD,siruta,23,11 307,5,2
11 334,NÃDÃLBEŞTI,siruta,23,11 307,5,2
11 343,SUSANI,siruta,23,11 307,5,2
11 352,IRATOŞU,siruta,3,29,5,2
11 361,IRATOŞU,siruta,22,11 352,5,2
11 370,VARIAŞU MARE,siruta,23,11 352,5,2
11 389,VARIAŞU MIC,siruta,23,11 352,5,2
9 333,LIVADA,siruta,3,29,5,2
9 342,LIVADA,siruta,22,9 333,5,2
9 351,SÂNLEANI,siruta,23,9 333,5,2
11 398,MACEA,siruta,3,29,5,2
11 405,MACEA,siruta,22,11 398,5,2
11 414,SÂNMARTIN,siruta,23,11 398,5,2
11 423,MIŞCA,siruta,3,29,5,2
11 432,MIŞCA,siruta,22,11 423,5,2
11 441,SATU NOU,siruta,23,11 423,5,2
11 450,VÂNÃTORI,siruta,23,11 423,5,2
11 469,ZERINDU MIC,siruta,23,11 423,5,2
11 478,MONEASA,siruta,3,29,5,2
11 487,MONEASA,siruta,22,11 478,5,2
11 496,RÃNUŞA,siruta,23,11 478,5,2
11 502,OLARI,siruta,3,29,5,2
11 511,OLARI,siruta,22,11 502,5,2
11 520,SINTEA MICÃ,siruta,23,11 502,5,2
11 539,PÃULIŞ,siruta,3,29,5,2
11 548,PÃULIŞ,siruta,22,11 539,5,2
11 557,BARAŢCA,siruta,23,11 539,5,2
11 566,CLADOVA,siruta,23,11 539,5,2
11 575,SÂMBÃTENI,siruta,23,11 539,5,2
11 637,PEREGU MARE,siruta,3,29,5,2
11 646,PEREGU MARE,siruta,22,11 637,5,2
11 655,PEREGU MIC,siruta,23,11 637,5,2
11 664,PETRIŞ,siruta,3,29,5,2
11 673,PETRIŞ,siruta,22,11 664,5,2
11 682,CORBEŞTI,siruta,23,11 664,5,2
11 691,ILTEU,siruta,23,11 664,5,2
11 708,OBÂRŞIA,siruta,23,11 664,5,2
11 717,ROŞIA NOUÃ,siruta,23,11 664,5,2
11 726,SELIŞTE,siruta,23,11 664,5,2
11 735,PILU,siruta,3,29,5,2
11 744,PILU,siruta,22,11 735,5,2
11 753,VÃRŞAND,siruta,23,11 735,5,2
11 762,PLEŞCUŢA,siruta,3,29,5,2
11 771,PLEŞCUŢA,siruta,22,11 762,5,2
11 780,ACIUŢA,siruta,23,11 762,5,2
11 799,BUDEŞTI,siruta,23,11 762,5,2
11 806,DUMBRAVA,siruta,23,11 762,5,2
11 815,GURA VÃII,siruta,23,11 762,5,2
11 824,ROSTOCI,siruta,23,11 762,5,2
11 833,TÃLAGIU,siruta,23,11 762,5,2
11 842,SÃVÂRŞIN,siruta,3,29,5,2
